Date,Account,Category,Subcategory,Note,INR,Income/Expense,Amount,Currency,Month,Day,Hour,Time_Diff
2022-03-02 10:11:00,CUB - online payment,Food,,Brownie,50.0,Expense,50.0,INR,3,Wednesday,10,
2022-03-02 10:11:00,CUB - online payment,Other,,To lended people,300.0,Expense,300.0,INR,3,Wednesday,10,0.0
2022-03-01 19:50:00,CUB - online payment,Food,,Dinner,78.0,Expense,78.0,INR,3,Tuesday,19,-14.35
2022-03-01 18:56:00,CUB - online payment,Transportation,,Metro,30.0,Expense,30.0,INR,3,Tuesday,18,-0.9
2022-03-01 18:22:00,CUB - online payment,Food,,Snacks,67.0,Expense,67.0,INR,3,Tuesday,18,-0.5666666666666667
2022-03-01 18:22:00,CUB - online payment,Other,,From vicky,100.0,Income,100.0,INR,3,Tuesday,18,0.0
2022-03-01 18:21:00,CUB - online payment,Other,,From dad,500.0,Income,500.0,INR,3,Tuesday,18,-0.016666666666666666
2022-02-28 11:56:00,CUB - online payment,Food,,Pizza,339.15,Expense,339.15,INR,2,Monday,11,-30.416666666666668
2022-02-28 11:45:00,CUB - online payment,Other,,From kumara,200.0,Income,200.0,INR,2,Monday,11,-0.18333333333333332
2022-02-27 15:29:00,CUB - online payment,Food,,Lunch,243.0,Expense,243.0,INR,2,Sunday,15,-20.266666666666666
2022-02-26 20:16:00,CUB - online payment,Food,,,25.0,Expense,25.0,INR,2,Saturday,20,-19.216666666666665
2022-02-26 17:37:00,CUB - online payment,Other,,From dad,1500.0,Income,1500.0,INR,2,Saturday,17,-2.65
2022-02-26 17:37:00,CUB - online payment,Other,,To karthi,100.0,Expense,100.0,INR,2,Saturday,17,0.0
2022-02-26 16:01:00,CUB - online payment,Social Life,,,1700.0,Expense,1700.0,INR,2,Saturday,16,-1.6
2022-02-26 14:07:00,CUB - online payment,Food,,Snacks,40.0,Expense,40.0,INR,2,Saturday,14,-1.9
2022-02-26 01:39:00,CUB - online payment,Food,,Tea lights,84.0,Expense,84.0,INR,2,Saturday,1,-12.466666666666667
2022-02-25 12:08:00,CUB - online payment,Food,,,33.0,Expense,33.0,INR,2,Friday,12,-13.516666666666667
2022-02-24 22:32:00,CUB - online payment,Household,,,303.0,Expense,303.0,INR,2,Thursday,22,-13.6
2022-02-24 22:21:00,CUB - online payment,Food,,Creamstone,289.0,Expense,289.0,INR,2,Thursday,22,-0.18333333333333332
2022-02-24 19:15:00,CUB - online payment,Food,,Tamen,324.7,Expense,324.7,INR,2,Thursday,19,-3.1
2022-02-23 17:35:00,CUB - online payment,Apparel,,Hoodie for gobi,399.0,Expense,399.0,INR,2,Wednesday,17,-25.666666666666668
2022-02-23 16:06:00,CUB - online payment,Food,,Eggs,83.0,Expense,83.0,INR,2,Wednesday,16,-1.4833333333333334
2022-02-23 12:38:00,CUB - online payment,Apparel,,Earphone,399.0,Expense,399.0,INR,2,Wednesday,12,-3.466666666666667
2022-02-22 06:33:00,CUB - online payment,Transportation,,Auto to laxmi mills,120.0,Expense,120.0,INR,2,Tuesday,6,-30.083333333333332
2022-02-21 22:15:00,CUB - online payment,Transportation,,It better be worth it,1300.0,Expense,1300.0,INR,2,Monday,22,-8.3
2022-02-21 16:06:00,CUB - online payment,Transportation,,Travel to koyambedu,138.0,Expense,138.0,INR,2,Monday,16,-6.15
2022-02-21 15:40:00,CUB - online payment,Household,,Stuffs,336.0,Expense,336.0,INR,2,Monday,15,-0.43333333333333335
2022-02-21 15:38:00,CUB - online payment,Transportation,,Train cbe to chn,201.8,Expense,201.8,INR,2,Monday,15,-0.03333333333333333
2022-02-20 15:24:00,CUB - online payment,Food,,Lunch,200.0,Expense,200.0,INR,2,Sunday,15,-24.233333333333334
2022-02-19 23:03:00,CUB - online payment,Food,,Random stuff for drinks,111.0,Expense,111.0,INR,2,Saturday,23,-16.35
2022-02-19 21:57:00,CUB - online payment,Food,,Snacks,250.0,Expense,250.0,INR,2,Saturday,21,-1.1
2022-02-19 21:35:00,CUB - online payment,Transportation,,Bus ticket,1575.0,Expense,1575.0,INR,2,Saturday,21,-0.36666666666666664
2022-02-19 20:45:00,CUB - online payment,Transportation,,Took from sbi,200.0,Expense,200.0,INR,2,Saturday,20,-0.8333333333333334
2022-02-19 20:45:00,CUB - online payment,Food,,Ramen with gobi,380.0,Expense,380.0,INR,2,Saturday,20,0.0
2022-02-19 08:26:00,CUB - online payment,Transportation,,Metro,60.0,Expense,60.0,INR,2,Saturday,8,-12.316666666666666
2022-02-19 06:27:00,CUB - online payment,Other,,To auto anna,50.0,Expense,50.0,INR,2,Saturday,6,-1.9833333333333334
2022-02-19 06:18:00,CUB - online payment,Transportation,,To egmore,270.0,Expense,270.0,INR,2,Saturday,6,-0.15
2022-02-18 23:01:00,CUB - online payment,Food,,Kfc dinner,348.0,Expense,348.0,INR,2,Friday,23,-7.283333333333333
2022-02-17 13:11:00,CUB - online payment,Food,,Lunch,80.0,Expense,80.0,INR,2,Thursday,13,-33.833333333333336
2022-02-16 16:57:00,CUB - online payment,Food,,Side dishes,165.0,Expense,165.0,INR,2,Wednesday,16,-20.233333333333334
2022-02-16 16:57:00,CUB - online payment,Food,,Kfc ,475.0,Expense,475.0,INR,2,Wednesday,16,0.0
2022-02-13 21:54:00,CUB - online payment,Social Life,,Games ,100.0,Expense,100.0,INR,2,Sunday,21,-67.05
2022-02-12 21:20:00,CUB - online payment,Food,,Dinner with aravind and buddies,491.0,Expense,491.0,INR,2,Saturday,21,-24.566666666666666
2022-02-12 16:04:00,CUB - online payment,Household,,Mirror,70.0,Expense,70.0,INR,2,Saturday,16,-5.266666666666667
2022-02-12 14:48:00,CUB - online payment,Food,,Lunch,80.0,Expense,80.0,INR,2,Saturday,14,-1.2666666666666666
2022-02-12 14:47:00,CUB - online payment,Other,,From dad,10000.0,Income,10000.0,INR,2,Saturday,14,-0.016666666666666666
2022-02-11 22:41:00,CUB - online payment,Food,,Dinner with aravind,373.0,Expense,373.0,INR,2,Friday,22,-16.1
2022-02-10 20:15:00,CUB - online payment,Food,,Kfc dinner,641.0,Expense,641.0,INR,2,Thursday,20,-26.433333333333334
2022-02-08 10:37:00,CUB - online payment,Other,,From dad,1000.0,Income,1000.0,INR,2,Tuesday,10,-57.63333333333333
2022-02-08 09:18:00,CUB - online payment,Household,,Bean bag,2099.0,Expense,2099.0,INR,2,Tuesday,9,-1.3166666666666667
2022-02-07 07:08:00,CUB - online payment,Transportation,,Auto to Gobi's place,214.0,Expense,214.0,INR,2,Monday,7,-26.166666666666668
2022-02-06 18:32:00,CUB - online payment,Food,,Cakepark,125.0,Expense,125.0,INR,2,Sunday,18,-12.6
2022-02-06 17:53:00,CUB - online payment,Food,,To kumara,150.0,Expense,150.0,INR,2,Sunday,17,-0.65
2022-02-06 17:52:00,CUB - online payment,Transportation,,To chennai,1000.0,Expense,1000.0,INR,2,Sunday,17,-0.016666666666666666
2022-02-06 16:41:00,CUB - online payment,Other,,Salary from dad,5000.0,Income,5000.0,INR,2,Sunday,16,-1.1833333333333333
2022-02-06 16:40:00,CUB - online payment,Other,,To gobi,1500.0,Expense,1500.0,INR,2,Sunday,16,-0.016666666666666666
2022-02-04 20:28:00,CUB - online payment,Food,,Shawarma,80.0,Expense,80.0,INR,2,Friday,20,-44.2
2022-02-03 14:53:00,CUB - online payment,Food,,Good soup,50.0,Expense,50.0,INR,2,Thursday,14,-29.583333333333332
2022-02-03 08:59:00,CUB - online payment,Other,,To gowdham,150.0,Expense,150.0,INR,2,Thursday,8,-5.9
2022-02-02 20:15:00,CUB - online payment,Food,,Parotta,120.0,Expense,120.0,INR,2,Wednesday,20,-12.733333333333333
2022-02-02 20:14:00,CUB - online payment,Other,,From dad,500.0,Income,500.0,INR,2,Wednesday,20,-0.016666666666666666
2022-01-31 08:44:00,CUB - online payment,Transportation,,Vnr to apk,50.0,Expense,50.0,INR,1,Monday,8,-59.5
2022-01-31 08:27:00,CUB - online payment,Other,,To vicky,200.0,Expense,200.0,INR,1,Monday,8,-0.2833333333333333
2022-01-31 08:26:00,CUB - online payment,Transportation,,To ksr station,153.0,Expense,153.0,INR,1,Monday,8,-0.016666666666666666
2022-01-30 19:17:00,CUB - online payment,Food,,Dinner,155.0,Expense,155.0,INR,1,Sunday,19,-13.15
2022-01-30 19:01:00,CUB - online payment,Food,,Cycle gap ,120.0,Expense,120.0,INR,1,Sunday,19,-0.26666666666666666
2022-01-30 12:28:00,CUB - online payment,Food,,Brunch,105.0,Expense,105.0,INR,1,Sunday,12,-6.55
2022-01-29 21:56:00,CUB - online payment,Transportation,,Rapido to pg,44.0,Expense,44.0,INR,1,Saturday,21,-14.533333333333333
2022-01-29 14:44:00,CUB - online payment,Other,,Sent to barath,100.0,Expense,100.0,INR,1,Saturday,14,-7.2
2022-01-28 21:58:00,CUB - online payment,Food,,Banana,10.0,Expense,10.0,INR,1,Friday,21,-16.766666666666666
2022-01-28 14:23:00,CUB - online payment,Food,,Lunch with company,138.0,Expense,138.0,INR,1,Friday,14,-7.583333333333333
2022-01-27 21:25:00,CUB - online payment,Transportation,,Rapido to pg,43.0,Expense,43.0,INR,1,Thursday,21,-16.966666666666665
2022-01-27 13:41:00,CUB - online payment,Other,,To vicky,300.0,Expense,300.0,INR,1,Thursday,13,-7.733333333333333
2022-01-27 13:41:00,CUB - online payment,Other,,To vishnu,100.0,Expense,100.0,INR,1,Thursday,13,0.0
2022-01-27 13:39:00,CUB - online payment,Food,,Zinger box meal,279.0,Expense,279.0,INR,1,Thursday,13,-0.03333333333333333
2022-01-27 13:38:00,CUB - online payment,Other,,From vicky,300.0,Income,300.0,INR,1,Thursday,13,-0.016666666666666666
2022-01-27 13:38:00,CUB - online payment,Other,,From dad,1500.0,Income,1500.0,INR,1,Thursday,13,0.0
2022-01-26 17:45:00,CUB - online payment,Food,,Snacks,115.0,Expense,115.0,INR,1,Wednesday,17,-19.883333333333333
2022-01-26 17:45:00,CUB - online payment,Other,,Vishnu 100 gowdham 25,125.0,Income,125.0,INR,1,Wednesday,17,0.0
2022-01-26 16:52:00,CUB - online payment,Food,,Paani poori,25.0,Expense,25.0,INR,1,Wednesday,16,-0.8833333333333333
2022-01-25 13:35:00,CUB - online payment,Food,,Kfc date with myself,259.0,Expense,259.0,INR,1,Tuesday,13,-27.283333333333335
2022-01-25 10:23:00,CUB - online payment,Food,,Lemon tea,18.0,Expense,18.0,INR,1,Tuesday,10,-3.2
2022-01-25 09:20:00,CUB - online payment,Transportation,,Train to vnr,325.0,Expense,325.0,INR,1,Tuesday,9,-1.05
2022-01-24 20:17:00,CUB - online payment,Food,,Snack,40.0,Expense,40.0,INR,1,Monday,20,-13.05
2022-01-24 14:08:00,CUB - online payment,Food,,Lunch with company,133.0,Expense,133.0,INR,1,Monday,14,-6.15
2022-01-23 21:45:00,CUB - online payment,Food,,Pepsi,40.0,Expense,40.0,INR,1,Sunday,21,-16.383333333333333
2022-01-23 21:41:00,CUB - online payment,Food,,Dinner,465.0,Expense,465.0,INR,1,Sunday,21,-0.06666666666666667
2022-01-23 21:29:00,CUB - online payment,Food,,Sent to vicky,300.0,Expense,300.0,INR,1,Sunday,21,-0.2
2022-01-23 21:29:00,CUB - online payment,Food,,Lunch,302.0,Expense,302.0,INR,1,Sunday,21,0.0
2022-01-23 21:29:00,CUB - online payment,Other,,From vicky,310.0,Income,310.0,INR,1,Sunday,21,0.0
2022-01-23 21:27:00,CUB - online payment,Food,,Snacks with preethi and azar,176.0,Expense,176.0,INR,1,Sunday,21,-0.03333333333333333
2022-01-23 21:27:00,CUB - online payment,Social Life,,Badminton,200.0,Expense,200.0,INR,1,Sunday,21,0.0
2022-01-23 21:27:00,CUB - online payment,Other,,From dad,2000.0,Income,2000.0,INR,1,Sunday,21,0.0
2022-01-21 14:22:00,CUB - online payment,Food,,Lunch with company,188.0,Expense,188.0,INR,1,Friday,14,-55.083333333333336
2022-01-21 11:47:00,CUB - online payment,Food,,Snacks,37.0,Expense,37.0,INR,1,Friday,11,-2.5833333333333335
2022-01-21 11:47:00,CUB - online payment,Other,,From vicky,200.0,Income,200.0,INR,1,Friday,11,0.0
2022-01-19 14:27:00,CUB - online payment,Food,,Lunch + chocolate for preethi,171.0,Expense,171.0,INR,1,Wednesday,14,-45.333333333333336
2022-01-18 20:54:00,CUB - online payment,Food,,Dinner,301.15,Expense,301.15,INR,1,Tuesday,20,-17.55
2022-01-18 17:10:00,CUB - online payment,Food,,Snack with preethi,59.0,Expense,59.0,INR,1,Tuesday,17,-3.7333333333333334
2022-01-18 13:51:00,CUB - online payment,Food,,Lunch with company,148.0,Expense,148.0,INR,1,Tuesday,13,-3.316666666666667
2022-01-18 12:59:00,CUB - online payment,Other,,To kumara,200.0,Expense,200.0,INR,1,Tuesday,12,-0.8666666666666667
2022-01-18 12:59:00,CUB - online payment,Other,,From dad,1000.0,Income,1000.0,INR,1,Tuesday,12,0.0
2022-01-17 18:31:00,CUB - online payment,Food,,Eve snack,100.0,Expense,100.0,INR,1,Monday,18,-18.466666666666665
2022-01-15 21:17:00,CUB - online payment,Transportation,,Bus to Bangalore,1365.0,Expense,1365.0,INR,1,Saturday,21,-45.233333333333334
2022-01-15 21:16:00,CUB - online payment,Other,,From dad,1500.0,Income,1500.0,INR,1,Saturday,21,-0.016666666666666666
2022-01-15 21:16:00,CUB - online payment,Food,,Snacks,70.0,Expense,70.0,INR,1,Saturday,21,0.0
2022-01-14 16:58:00,CUB - online payment,Other,,Kumara,170.0,Income,170.0,INR,1,Friday,16,-28.3
2022-01-14 16:56:00,CUB - online payment,Other,,Siva + 100 cash,70.0,Income,70.0,INR,1,Friday,16,-0.03333333333333333
2022-01-14 16:56:00,CUB - online payment,Other,,Gundan + prasanna,340.0,Income,340.0,INR,1,Friday,16,0.0
2022-01-14 16:55:00,CUB - online payment,Other,,Dinesh and maddy + 100 cash,240.0,Income,240.0,INR,1,Friday,16,-0.016666666666666666
2022-01-14 16:54:00,CUB - online payment,Other,,From gowdham,340.0,Income,340.0,INR,1,Friday,16,-0.016666666666666666
2022-01-14 16:54:00,CUB - online payment,Food,,Lunch pongal,1530.0,Expense,1530.0,INR,1,Friday,16,0.0
2022-01-13 20:46:00,CUB - online payment,Food,,Dinner,66.0,Expense,66.0,INR,1,Thursday,20,-20.133333333333333
2022-01-13 19:10:00,CUB - online payment,Other,,From dad,1000.0,Income,1000.0,INR,1,Thursday,19,-1.6
2022-01-13 17:47:00,CUB - online payment,Transportation,,Rapido to pg,43.0,Expense,43.0,INR,1,Thursday,17,-1.3833333333333333
2022-01-12 22:44:00,CUB - online payment,Other,,Recharge by gowdham,479.0,Expense,479.0,INR,1,Wednesday,22,-19.05
2022-01-12 13:25:00,CUB - online payment,Food,,Pizza,301.75,Expense,301.75,INR,1,Wednesday,13,-9.316666666666666
2022-01-12 13:25:00,CUB - online payment,Other,,From kumara,200.0,Income,200.0,INR,1,Wednesday,13,0.0
2022-01-11 14:07:00,CUB - online payment,Food,,Lunch with not preethi,135.5,Expense,135.5,INR,1,Tuesday,14,-23.3
2022-01-10 14:04:00,CUB - online payment,Food,,Friday snacks with preethi gang,106.0,Expense,106.0,INR,1,Monday,14,-24.05
2022-01-08 13:46:00,CUB - online payment,Other,,From gowdham,260.0,Income,260.0,INR,1,Saturday,13,-48.3
2022-01-08 13:45:00,CUB - online payment,Food,,Lunch with gowdham,535.3,Expense,535.3,INR,1,Saturday,13,-0.016666666666666666
2022-01-08 13:38:00,CUB - online payment,Household,,Rent,4580.0,Expense,4580.0,INR,1,Saturday,13,-0.11666666666666667
2022-01-07 13:51:00,CUB - online payment,Food,,Coffee + biscuit,15.0,Expense,15.0,INR,1,Friday,13,-23.783333333333335
2022-01-06 21:30:00,CUB - online payment,Other,,From barath and shakur,440.0,Income,440.0,INR,1,Thursday,21,-16.35
2022-01-06 20:58:00,CUB - online payment,Food,,Ketch up,20.0,Expense,20.0,INR,1,Thursday,20,-0.5333333333333333
2022-01-06 20:13:00,CUB - online payment,Food,,Dinner with roommate,877.81,Expense,877.81,INR,1,Thursday,20,-0.75
2022-01-06 14:22:00,CUB - online payment,Food,,Bingo,10.0,Expense,10.0,INR,1,Thursday,14,-5.85
2022-01-06 11:48:00,CUB - online payment,Transportation,,Rapido to pg,42.0,Expense,42.0,INR,1,Thursday,11,-2.566666666666667
2022-01-05 20:23:00,CUB - online payment,Food,,McDonald's with company,211.0,Expense,211.0,INR,1,Wednesday,20,-15.416666666666666
2022-01-05 14:46:00,CUB - online payment,Other,,Lended money returned to vishnu,40.0,Expense,40.0,INR,1,Wednesday,14,-5.616666666666666
2022-01-05 14:42:00,CUB - online payment,Other,,Lended money returned to kumara,30.0,Expense,30.0,INR,1,Wednesday,14,-0.06666666666666667
2022-01-05 14:42:00,CUB - online payment,Food,,Jan 2nd with shakur and barath,354.0,Expense,354.0,INR,1,Wednesday,14,0.0
2022-01-05 14:39:00,CUB - online payment,Other,,To gobi 1st 1/4th,500.0,Expense,500.0,INR,1,Wednesday,14,-0.05
2022-01-05 14:37:00,CUB - online payment,Other,,To abijith and to vicky lend money returned,500.0,Expense,500.0,INR,1,Wednesday,14,-0.03333333333333333
2022-01-05 14:35:00,CUB - online payment,Transportation,,Refund for bus ticket,60.0,Expense,60.0,INR,1,Wednesday,14,-0.03333333333333333
2022-01-05 14:30:00,CUB - online payment,Food,,Lunch with company,388.0,Expense,388.0,INR,1,Wednesday,14,-0.08333333333333333
